Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of angiogenesis (GO:0045765)	24/203	5.002764e-01	9.999918e-01	0	0	1.017982e+00	7.050486e-01	EGLN1;CD40;SP100;JUP;YJEFN3;PDPK1;PIK3CD;PRKCA;ISM1;SULF1;SYNJ2BP;FGF1;THBS4;RHOB;SMOC2;SARS1;HGS;RHOJ;FGF18;PGK1;CHI3L1;GLUL;CNMD;NODAL
GO_Biological_Process_2021	carboxylic acid transport (GO:0046942)	7/57	5.008178e-01	9.999918e-01	0	0	1.062938e+00	7.350355e-01	SLC25A29;SLC16A1;SLC6A9;SLC3A2;SLC16A2;SLC6A20;SLC16A3
GO_Biological_Process_2021	positive regulation of gene expression, epigenetic (GO:0045815)	7/57	5.008178e-01	9.999918e-01	0	0	1.062938e+00	7.350355e-01	H1-4;TAF1A;ATAD2;POLR1E;DEK;H1-10;H1-2
GO_Biological_Process_2021	protein K48-linked ubiquitination (GO:0070936)	7/57	5.008178e-01	9.999918e-01	0	0	1.062938e+00	7.350355e-01	KBTBD6;UBE2R2;RNF216;UBE2E3;UBE2D3;KBTBD7;TRIM32
GO_Biological_Process_2021	regulation of bone mineralization (GO:0030500)	7/57	5.008178e-01	9.999918e-01	0	0	1.062938e+00	7.350355e-01	ACVR1;GREM1;PKDCC;ANKH;NBR1;GPM6B;BMP6
GO_Biological_Process_2021	regulation of osteoblast differentiation (GO:0045667)	10/83	5.044557e-01	9.999918e-01	0	0	1.040044e+00	7.116764e-01	ACVR1;GREM1;GDF10;IFITM1;RANBP3L;SMOC1;NOG;NBR1;TMEM64;BMP6
GO_Biological_Process_2021	sulfur compound catabolic process (GO:0044273)	5/40	5.048904e-01	9.999918e-01	0	0	1.084620e+00	7.412442e-01	MPST;IDUA;GLB1;FITM2;ADO
GO_Biological_Process_2021	synaptic vesicle exocytosis (GO:0016079)	5/40	5.048904e-01	9.999918e-01	0	0	1.084620e+00	7.412442e-01	SNAP47;RIMS1;PIP5K1C;STX3;SYT8
GO_Biological_Process_2021	cellular component disassembly (GO:0022411)	8/66	5.081482e-01	9.999918e-01	0	0	1.047206e+00	7.089396e-01	MMP12;SCUBE3;MMP7;MMP16;CTSL;MMP3;HTRA1;MMP10
GO_Biological_Process_2021	ERBB signaling pathway (GO:0038127)	8/66	5.081482e-01	9.999918e-01	0	0	1.047206e+00	7.089396e-01	GAREM1;PDPK1;KIF16B;SRC;TGFA;PRKCA;AAMP;HBEGF
GO_Biological_Process_2021	extracellular matrix disassembly (GO:0022617)	8/66	5.081482e-01	9.999918e-01	0	0	1.047206e+00	7.089396e-01	MMP12;SCUBE3;MMP7;MMP16;CTSL;MMP3;HTRA1;MMP10
GO_Biological_Process_2021	cytoskeleton-dependent intracellular transport (GO:0030705)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	HOOK2;MAP6D1;KIF1A
GO_Biological_Process_2021	diacylglycerol metabolic process (GO:0046339)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	DAGLA;DGKA;DGKK
GO_Biological_Process_2021	DNA catabolic process, endonucleolytic (GO:0000737)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	CECR2;HMGB2;KPNA1
GO_Biological_Process_2021	ERK1 and ERK2 cascade (GO:0070371)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	KARS1;MYC;MAPK3
GO_Biological_Process_2021	hexose transmembrane transport (GO:0008645)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	SLC2A9;SLC2A10;SLC2A12
GO_Biological_Process_2021	membrane protein ectodomain proteolysis (GO:0006509)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	MMP7;DAG1;RBMX
GO_Biological_Process_2021	negative regulation of smoothened signaling pathway (GO:0045879)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	KCTD21;RACK1;GLI3
GO_Biological_Process_2021	nucleotide-excision repair, DNA damage recognition (GO:0000715)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	COPS2;RPS27A;UBA52
GO_Biological_Process_2021	peptidyl-L-cysteine S-palmitoylation (GO:0018230)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	GOLGA7B;ZDHHC19;ZDHHC12
GO_Biological_Process_2021	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine (GO:0018231)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	GOLGA7B;ZDHHC19;ZDHHC12
GO_Biological_Process_2021	positive regulation of cell cycle G2/M phase transition (GO:1902751)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	NPM1;ATAD5;STOX1
GO_Biological_Process_2021	positive regulation of JUN kinase activity (GO:0043507)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	DVL2;RPS3;DKK1
GO_Biological_Process_2021	positive regulation of receptor internalization (GO:0002092)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	GREM1;AHI1;INSR
GO_Biological_Process_2021	regulation of protein export from nucleus (GO:0046825)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	SP100;ANP32B;EMD
GO_Biological_Process_2021	respiratory chain complex IV assembly (GO:0008535)	3/23	5.111914e-01	9.999918e-01	0	0	1.138839e+00	7.641736e-01	OXA1L;SURF1;SMIM20
GO_Biological_Process_2021	aminoglycan biosynthetic process (GO:0006023)	6/49	5.130609e-01	9.999918e-01	0	0	1.059371e+00	7.069828e-01	UGDH;EXT2;SLC35D2;PXYLP1;SDC1;HS3ST5
GO_Biological_Process_2021	response to unfolded protein (GO:0006986)	6/49	5.130609e-01	9.999918e-01	0	0	1.059371e+00	7.069828e-01	HSPA8;HSPB8;DDIT3;DNAJC4;TM7SF3;OPTN
GO_Biological_Process_2021	chordate embryonic development (GO:0043009)	7/58	5.199217e-01	9.999918e-01	0	0	1.042037e+00	6.815727e-01	NOG;IGF2;LMX1B;SULF1;TGFBR1;MYH6;SULF2
GO_Biological_Process_2021	muscle organ development (GO:0007517)	7/58	5.199217e-01	9.999918e-01	0	0	1.042037e+00	6.815727e-01	FXR1;MYOD1;FHL1;MKX;EMD;MYH6;HBEGF
GO_Biological_Process_2021	7-methylguanosine mRNA capping (GO:0006370)	4/32	5.204543e-01	9.999918e-01	0	0	1.084583e+00	7.082904e-01	GTF2H1;POLR2I;GTF2F1;CMTR2
GO_Biological_Process_2021	7-methylguanosine RNA capping (GO:0009452)	4/32	5.204543e-01	9.999918e-01	0	0	1.084583e+00	7.082904e-01	GTF2H1;POLR2I;GTF2F1;CMTR2
GO_Biological_Process_2021	cellular response to topologically incorrect protein (GO:0035967)	4/32	5.204543e-01	9.999918e-01	0	0	1.084583e+00	7.082904e-01	HSPA8;HSPB8;TM7SF3;OPTN
GO_Biological_Process_2021	peptidyl-proline modification (GO:0018208)	4/32	5.204543e-01	9.999918e-01	0	0	1.084583e+00	7.082904e-01	FKBP10;PPIL1;P3H2;PPIC
GO_Biological_Process_2021	regulation of cellular amide metabolic process (GO:0034248)	4/32	5.204543e-01	9.999918e-01	0	0	1.084583e+00	7.082904e-01	PGAM1;PRKCD;FOXO3;EIF2A
GO_Biological_Process_2021	regulation of cellular biosynthetic process (GO:0031326)	4/32	5.204543e-01	9.999918e-01	0	0	1.084583e+00	7.082904e-01	C3;PDK4;PRKAG2;FITM2
GO_Biological_Process_2021	transcription initiation from RNA polymerase I promoter (GO:0006361)	4/32	5.204543e-01	9.999918e-01	0	0	1.084583e+00	7.082904e-01	TAF1A;POLR1E;GTF2H1;MAPK3
GO_Biological_Process_2021	response to endoplasmic reticulum stress (GO:0034976)	13/110	5.209910e-01	9.999918e-01	0	0	1.017457e+00	6.634048e-01	PDIA3;CEBPB;SEL1L;ATP2A3;ATP2A2;THBS4;HSP90B1;ERLEC1;BCL2L11;DDIT3;CASP4;TRIB3;P4HB
GO_Biological_Process_2021	aminophospholipid transport (GO:0015917)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	TMEM30A
GO_Biological_Process_2021	amylin receptor signaling pathway (GO:0097647)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	RAMP3
GO_Biological_Process_2021	anterior/posterior axis specification, embryo (GO:0008595)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	TBXT
GO_Biological_Process_2021	aspartate metabolic process (GO:0006531)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GOT2
GO_Biological_Process_2021	ATP synthesis coupled electron transport (GO:0042773)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NDUFV1
GO_Biological_Process_2021	axo-dendritic transport (GO:0008088)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	HSPA8
GO_Biological_Process_2021	B cell chemotaxis (GO:0035754)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	PIK3CD
GO_Biological_Process_2021	bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	JUP
GO_Biological_Process_2021	carnitine transport (GO:0015879)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC25A29
GO_Biological_Process_2021	cell junction disassembly (GO:0150146)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	DKK1
GO_Biological_Process_2021	cellular carbohydrate catabolic process (GO:0044275)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GUSB
GO_Biological_Process_2021	cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ZFP36
GO_Biological_Process_2021	cellular response to iron ion (GO:0071281)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	BMP6
GO_Biological_Process_2021	cellular triglyceride homeostasis (GO:0035356)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	FITM2
GO_Biological_Process_2021	cerebral cortex cell migration (GO:0021795)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	RELN
GO_Biological_Process_2021	chitin catabolic process (GO:0006032)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CHI3L1
GO_Biological_Process_2021	chitin metabolic process (GO:0006030)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CHI3L1
GO_Biological_Process_2021	dehydroascorbic acid transport (GO:0070837)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC2A10
GO_Biological_Process_2021	embryonic camera-type eye development (GO:0031076)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	TH
GO_Biological_Process_2021	endoplasmic reticulum localization (GO:0051643)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GRAMD2A
GO_Biological_Process_2021	enzyme-directed rRNA pseudouridine synthesis (GO:0000455)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	RPUSD4
GO_Biological_Process_2021	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process (GO:1902221)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	PCBD1
GO_Biological_Process_2021	establishment of mitochondrion localization, microtubule-mediated (GO:0034643)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	UXT
GO_Biological_Process_2021	establishment of planar polarity (GO:0001736)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	BRSK1
GO_Biological_Process_2021	foam cell differentiation (GO:0090077)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SOAT2
GO_Biological_Process_2021	gastrulation with mouth forming second (GO:0001702)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	UGDH
GO_Biological_Process_2021	glycolipid transport (GO:0046836)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NPC2
GO_Biological_Process_2021	glycoside metabolic process (GO:0016137)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GLA
GO_Biological_Process_2021	glycosyl compound catabolic process (GO:1901658)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GLA
GO_Biological_Process_2021	glycosylceramide catabolic process (GO:0046477)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GLA
GO_Biological_Process_2021	glycosylceramide metabolic process (GO:0006677)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GLA
GO_Biological_Process_2021	heparan sulfate proteoglycan biosynthetic process, enzymatic modification (GO:0015015)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	HS3ST5
GO_Biological_Process_2021	hexose import across plasma membrane (GO:0140271)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC2A10
GO_Biological_Process_2021	histone-serine phosphorylation (GO:0035404)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	VRK1
GO_Biological_Process_2021	hydrogen sulfide metabolic process (GO:0070813)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MPST
GO_Biological_Process_2021	imitative learning (GO:0098596)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NRXN2
GO_Biological_Process_2021	ISG15-protein conjugation (GO:0032020)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	HERC5
GO_Biological_Process_2021	L-arginine transmembrane transport (GO:1903400)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC25A29
GO_Biological_Process_2021	L-ornithine transmembrane transport (GO:1903352)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC25A29
GO_Biological_Process_2021	leucine transport (GO:0015820)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC3A2
GO_Biological_Process_2021	macrophage derived foam cell differentiation (GO:0010742)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SOAT2
GO_Biological_Process_2021	maintenance of DNA methylation (GO:0010216)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ZNF445
GO_Biological_Process_2021	mitotic DNA replication initiation (GO:1902975)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GINS3
GO_Biological_Process_2021	molybdopterin cofactor biosynthetic process (GO:0032324)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MOCS3
GO_Biological_Process_2021	morphogenesis of an endothelium (GO:0003159)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	RHOB
GO_Biological_Process_2021	multinuclear osteoclast differentiation (GO:0072674)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	OCSTAMP
GO_Biological_Process_2021	N-terminal peptidyl-methionine acetylation (GO:0017196)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NAA60
GO_Biological_Process_2021	negative regulation of amino acid transport (GO:0051956)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC43A1
GO_Biological_Process_2021	negative regulation of astrocyte differentiation (GO:0048712)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NOG
GO_Biological_Process_2021	negative regulation of cardiac muscle cell apoptotic process (GO:0010667)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NUPR1
GO_Biological_Process_2021	negative regulation of cardiac muscle tissue growth (GO:0055022)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NOG
GO_Biological_Process_2021	negative regulation of establishment of protein localization to mitochondrion (GO:1903748)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	BAG4
GO_Biological_Process_2021	negative regulation of meiotic cell cycle (GO:0051447)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	FBXO43
GO_Biological_Process_2021	negative regulation of monocyte chemotaxis (GO:0090027)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GREM1
GO_Biological_Process_2021	negative regulation of SMAD protein signal transduction (GO:0060392)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC2A10
GO_Biological_Process_2021	negative regulation of T cell differentiation in thymus (GO:0033085)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ZC3H8
GO_Biological_Process_2021	negative regulation of transporter activity (GO:0032410)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NDFIP1
GO_Biological_Process_2021	nephric duct morphogenesis (GO:0072178)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	AHI1
GO_Biological_Process_2021	neuroblast proliferation (GO:0007405)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	EML1
GO_Biological_Process_2021	neutrophil extravasation (GO:0072672)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	PIK3CD
GO_Biological_Process_2021	norepinephrine biosynthetic process (GO:0042421)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	TH
GO_Biological_Process_2021	nuclear cell cycle DNA replication initiation (GO:1902315)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	GINS3
GO_Biological_Process_2021	oxygen homeostasis (GO:0032364)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	EGLN1
GO_Biological_Process_2021	peptide antigen assembly with MHC protein complex (GO:0002501)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CALR
GO_Biological_Process_2021	peptidyl-diphthamide biosynthetic process from peptidyl-histidine (GO:0017183)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	DPH3
GO_Biological_Process_2021	peptidyl-diphthamide metabolic process (GO:0017182)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	DPH3
GO_Biological_Process_2021	plus-end-directed organelle transport along microtubule (GO:0072386)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	KIF13A
GO_Biological_Process_2021	polyphosphate metabolic process (GO:0006797)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MINPP1
GO_Biological_Process_2021	positive regulation of activin receptor signaling pathway (GO:0032927)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NODAL
GO_Biological_Process_2021	positive regulation of anion transport (GO:1903793)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CEBPB
GO_Biological_Process_2021	positive regulation of autophagosome maturation (GO:1901098)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	IRGM
GO_Biological_Process_2021	positive regulation of centriole replication (GO:0046601)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CEP120
GO_Biological_Process_2021	positive regulation of cholesterol metabolic process (GO:0090205)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	FGF1
GO_Biological_Process_2021	positive regulation of epithelial cell differentiation involved in kidney development (GO:2000698)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CD24
GO_Biological_Process_2021	positive regulation of fever generation (GO:0031622)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	TNFSF11
GO_Biological_Process_2021	positive regulation of histone phosphorylation (GO:0033129)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MAPK3
GO_Biological_Process_2021	positive regulation of microglial cell activation (GO:1903980)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	TAFA3
GO_Biological_Process_2021	positive regulation of neurotransmitter secretion (GO:0001956)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	DTNBP1
GO_Biological_Process_2021	positive regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903997)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SRC
GO_Biological_Process_2021	positive regulation of skeletal muscle fiber development (GO:0048743)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MYOD1
GO_Biological_Process_2021	positive regulation of T-helper 2 cell differentiation (GO:0045630)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	PRKCZ
GO_Biological_Process_2021	positive regulation of tau-protein kinase activity (GO:1902949)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	DKK1
GO_Biological_Process_2021	positive regulation of tooth mineralization (GO:0070172)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	AMTN
GO_Biological_Process_2021	proline transport (GO:0015824)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLC6A20
GO_Biological_Process_2021	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:0001844)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	BCL2L11
GO_Biological_Process_2021	protein localization to non-motile cilium (GO:0097499)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	PCARE
GO_Biological_Process_2021	protein repair (GO:0030091)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MSRB3
GO_Biological_Process_2021	protein sulfation (GO:0006477)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	HS3ST5
GO_Biological_Process_2021	purine deoxyribonucleotide catabolic process (GO:0009155)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NUDT16
GO_Biological_Process_2021	purine nucleobase biosynthetic process (GO:0009113)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SHMT1
GO_Biological_Process_2021	regulation of adipose tissue development (GO:1904177)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	PLAAT3
GO_Biological_Process_2021	regulation of blood vessel remodeling (GO:0060312)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CST3
GO_Biological_Process_2021	regulation of cardiac muscle hypertrophy in response to stress (GO:1903242)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MLIP
GO_Biological_Process_2021	regulation of cellular response to hypoxia (GO:1900037)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	DDAH1
GO_Biological_Process_2021	regulation of centriole elongation (GO:1903722)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CEP120
GO_Biological_Process_2021	regulation of collagen fibril organization (GO:1904026)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	CHADL
GO_Biological_Process_2021	regulation of DNA-dependent DNA replication initiation (GO:0030174)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	WRNIP1
GO_Biological_Process_2021	regulation of endothelial cell-matrix adhesion via fibronectin (GO:1904904)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MMP12
GO_Biological_Process_2021	regulation of extracellular exosome assembly (GO:1903551)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SDC1
GO_Biological_Process_2021	regulation of hydrogen peroxide metabolic process (GO:0010310)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MMP3
GO_Biological_Process_2021	regulation of long-chain fatty acid import across plasma membrane (GO:0010746)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	IRS2
GO_Biological_Process_2021	regulation of macrophage proliferation (GO:0120040)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	MAPK3
GO_Biological_Process_2021	regulation of membrane tubulation (GO:1903525)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ATP10A
GO_Biological_Process_2021	regulation of mRNA export from nucleus (GO:0010793)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	IWS1
GO_Biological_Process_2021	regulation of nuclease activity (GO:0032069)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	HMGB2
GO_Biological_Process_2021	regulation of protein depolymerization (GO:1901879)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SLN
GO_Biological_Process_2021	regulation of ribonucleoprotein complex localization (GO:2000197)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	IWS1
GO_Biological_Process_2021	regulation of superoxide metabolic process (GO:0090322)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	FBLN5
GO_Biological_Process_2021	regulation of T-helper 17 cell lineage commitment (GO:2000328)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	LOXL3
GO_Biological_Process_2021	regulation of thymocyte apoptotic process (GO:0070243)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ZC3H8
GO_Biological_Process_2021	regulation of tooth mineralization (GO:0070170)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ASPN
GO_Biological_Process_2021	regulation of type B pancreatic cell proliferation (GO:0061469)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	NUPR1
GO_Biological_Process_2021	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	RYR1
GO_Biological_Process_2021	response to angiotensin (GO:1990776)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	PRKCD
GO_Biological_Process_2021	response to catecholamine (GO:0071869)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ADCY6
GO_Biological_Process_2021	response to granulocyte macrophage colony-stimulating factor (GO:0097012)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ZFP36
GO_Biological_Process_2021	retinal cone cell development (GO:0046549)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	USH1C
GO_Biological_Process_2021	retinal cone cell differentiation (GO:0042670)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	USH1C
GO_Biological_Process_2021	retinal ganglion cell axon guidance (GO:0031290)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	ALCAM
GO_Biological_Process_2021	signal complex assembly (GO:0007172)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	SRC
GO_Biological_Process_2021	taurine metabolic process (GO:0019530)	1/6	5.241261e-01	9.999918e-01	0	0	1.518436e+00	9.809444e-01	STAT5A
