Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	cAMP-dependent protein kinase inhibitor activity (GO:0004862)	2/8	2.368196e-01	9.999956e-01	0	0	2.531671e+00	3.646762e+00	PRKAG2;PKIG
GO_Molecular_Function_2021	disulfide oxidoreductase activity (GO:0015036)	2/8	2.368196e-01	9.999956e-01	0	0	2.531671e+00	3.646762e+00	PDIA3;GLRX
GO_Molecular_Function_2021	glycine transmembrane transporter activity (GO:0015187)	2/8	2.368196e-01	9.999956e-01	0	0	2.531671e+00	3.646762e+00	SLC6A5;SLC6A9
GO_Molecular_Function_2021	NMDA glutamate receptor activity (GO:0004972)	2/8	2.368196e-01	9.999956e-01	0	0	2.531671e+00	3.646762e+00	GRIN2A;GRIN2C
GO_Molecular_Function_2021	phosphatidylinositol phosphate 5-phosphatase activity (GO:0034595)	2/8	2.368196e-01	9.999956e-01	0	0	2.531671e+00	3.646762e+00	INPP5F;SYNJ2
GO_Molecular_Function_2021	sulfurtransferase activity (GO:0016783)	2/8	2.368196e-01	9.999956e-01	0	0	2.531671e+00	3.646762e+00	MPST;MOCS3
GO_Molecular_Function_2021	tubulin-glutamic acid ligase activity (GO:0070740)	2/8	2.368196e-01	9.999956e-01	0	0	2.531671e+00	3.646762e+00	TTLL7;TTLL11
GO_Molecular_Function_2021	xylosyltransferase activity (GO:0042285)	2/8	2.368196e-01	9.999956e-01	0	0	2.531671e+00	3.646762e+00	POGLUT2;POGLUT1
GO_Molecular_Function_2021	inorganic anion transmembrane transporter activity (GO:0015103)	5/29	2.435473e-01	9.999956e-01	0	0	1.582723e+00	2.235509e+00	ANO1;SLC26A2;ANKH;AQP6;SLC22A11
GO_Molecular_Function_2021	palmitoyltransferase activity (GO:0016409)	5/29	2.435473e-01	9.999956e-01	0	0	1.582723e+00	2.235509e+00	GOLGA7B;HHAT;ZDHHC19;ZDHHC12;GLUL
GO_Molecular_Function_2021	GABA receptor activity (GO:0016917)	4/22	2.490433e-01	9.999956e-01	0	0	1.688086e+00	2.346656e+00	GABRQ;GABRA6;GABRA5;GABRA4
GO_Molecular_Function_2021	K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)	4/22	2.490433e-01	9.999956e-01	0	0	1.688086e+00	2.346656e+00	RNF169;TAB2;SQSTM1;OPTN
GO_Molecular_Function_2021	mannosyltransferase activity (GO:0000030)	4/22	2.490433e-01	9.999956e-01	0	0	1.688086e+00	2.346656e+00	PIGB;DPY19L1;PIGZ;TMTC1
GO_Molecular_Function_2021	cysteine-type endopeptidase activator activity involved in apoptotic process (GO:0008656)	3/15	2.502217e-01	9.999956e-01	0	0	1.898925e+00	2.630786e+00	ATP2A3;RACK1;NLRP1
GO_Molecular_Function_2021	G protein-coupled photoreceptor activity (GO:0008020)	3/15	2.502217e-01	9.999956e-01	0	0	1.898925e+00	2.630786e+00	OPN1SW;ELOVL4;OPN1MW
GO_Molecular_Function_2021	insulin-like growth factor binding (GO:0005520)	3/15	2.502217e-01	9.999956e-01	0	0	1.898925e+00	2.630786e+00	IGFBP1;INSR;IGFBP6
GO_Molecular_Function_2021	lysophosphatidic acid acyltransferase activity (GO:0042171)	3/15	2.502217e-01	9.999956e-01	0	0	1.898925e+00	2.630786e+00	GPAT3;LCLAT1;AGPAT4
GO_Molecular_Function_2021	hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)	6/37	2.567401e-01	9.999956e-01	0	0	1.470451e+00	1.999359e+00	GANAB;IDUA;CHI3L1;MOGS;GUSB;GLA
GO_Molecular_Function_2021	protein kinase C binding (GO:0005080)	7/45	2.656023e-01	9.999956e-01	0	0	1.399556e+00	1.855468e+00	HINT1;TRPV4;DACT2;RACK1;PARD6G;SQSTM1;ADCY6
GO_Molecular_Function_2021	single-stranded RNA binding (GO:0003727)	7/45	2.656023e-01	9.999956e-01	0	0	1.399556e+00	1.855468e+00	FXR1;ENDOV;CNBP;HNRNPF;EIF4H;EIF4B;RBM11
GO_Molecular_Function_2021	WW domain binding (GO:0050699)	5/30	2.665641e-01	9.999956e-01	0	0	1.519328e+00	2.008766e+00	TCEAL5;NDFIP1;TCEAL3;SCNN1A;PMEPA1
GO_Molecular_Function_2021	ion channel activity (GO:0005216)	12/84	2.691195e-01	9.999956e-01	0	0	1.266552e+00	1.662475e+00	CHRNB1;GRIA2;GRIN2A;P2RX5;TRPV4;MCUB;GRIK3;GRIK1;CNGA3;TRPM5;GRIN2C;GRIA3
GO_Molecular_Function_2021	UDP-glycosyltransferase activity (GO:0008194)	12/84	2.691195e-01	9.999956e-01	0	0	1.266552e+00	1.662475e+00	LFNG;EXT2;POGLUT2;POGLUT1;EXTL1;CHPF2;GCNT1;GCNT3;HAS2;CHSY3;POMGNT2;UGT1A6
GO_Molecular_Function_2021	L-amino acid transmembrane transporter activity (GO:0015179)	8/53	2.717598e-01	9.999956e-01	0	0	1.350728e+00	1.759778e+00	SLC6A9;SLC43A1;SLC3A2;SLC17A8;SLC25A12;SLC1A6;SLC6A20;SLC25A13
GO_Molecular_Function_2021	aminoacyl-tRNA ligase activity (GO:0004812)	6/38	2.774206e-01	9.999956e-01	0	0	1.424419e+00	1.826419e+00	SARS1;KARS1;PARS2;TARS2;IARS1;EARS2
GO_Molecular_Function_2021	activin-activated receptor activity (GO:0017002)	2/9	2.824090e-01	9.999956e-01	0	0	2.169881e+00	2.743595e+00	ACVR1;TGFBR1
GO_Molecular_Function_2021	cAMP response element binding protein binding (GO:0008140)	2/9	2.824090e-01	9.999956e-01	0	0	2.169881e+00	2.743595e+00	DDIT3;SIK1
GO_Molecular_Function_2021	glucosyltransferase activity (GO:0046527)	2/9	2.824090e-01	9.999956e-01	0	0	2.169881e+00	2.743595e+00	POGLUT2;POGLUT1
GO_Molecular_Function_2021	growth hormone receptor binding (GO:0005131)	2/9	2.824090e-01	9.999956e-01	0	0	2.169881e+00	2.743595e+00	CSH1;JAK1
GO_Molecular_Function_2021	H3 histone acetyltransferase activity (GO:0010484)	2/9	2.824090e-01	9.999956e-01	0	0	2.169881e+00	2.743595e+00	MCM3AP;PHF14
GO_Molecular_Function_2021	histone demethylase activity (H3-K4 specific) (GO:0032453)	2/9	2.824090e-01	9.999956e-01	0	0	2.169881e+00	2.743595e+00	KDM5B;JARID2
GO_Molecular_Function_2021	P-type calcium transporter activity (GO:0005388)	2/9	2.824090e-01	9.999956e-01	0	0	2.169881e+00	2.743595e+00	ATP2A3;ATP2A2
GO_Molecular_Function_2021	C4-dicarboxylate transmembrane transporter activity (GO:0015556)	3/16	2.833730e-01	9.999956e-01	0	0	1.752754e+00	2.210208e+00	SLC1A6;SLC25A12;SLC25A13
GO_Molecular_Function_2021	CARD domain binding (GO:0050700)	3/16	2.833730e-01	9.999956e-01	0	0	1.752754e+00	2.210208e+00	CARD19;CASP4;IRGM
GO_Molecular_Function_2021	phosphatidylinositol-5-phosphate binding (GO:0010314)	3/16	2.833730e-01	9.999956e-01	0	0	1.752754e+00	2.210208e+00	SNX3;SAP30L;PLA2G4A
GO_Molecular_Function_2021	voltage-gated anion channel activity (GO:0008308)	3/16	2.833730e-01	9.999956e-01	0	0	1.752754e+00	2.210208e+00	ANO1;CLCNKB;CLCNKA
GO_Molecular_Function_2021	calcium ion binding (GO:0005509)	44/348	3.015102e-01	9.999956e-01	0	0	1.100608e+00	1.319576e+00	RYR1;ITSN1;PON1;DYSF;ITPR2;ATP2A2;DMP1;FBLN1;EFCAB9;THBS4;CLGN;HSP90B1;THBS3;PPP3CA;CLEC3B;BGLAP;DNER;CDH23;S100A14;S100A10;TPD52;ARSA;SYT4;TNNC2;PLA2G4A;SYT13;EML1;SYT8;ASPN;MMP12;SMOC2;RCN2;SYT12;CANX;CALU;NUCB1;CALR;FKBP9;S100A3;SLC25A12;DSC1;TPT1;CDH19;SLC25A13
GO_Molecular_Function_2021	glutamate receptor binding (GO:0035254)	3/17	3.168523e-01	9.999956e-01	0	0	1.627465e+00	1.870478e+00	NSF;HOMER2;SQSTM1
GO_Molecular_Function_2021	MHC class II protein complex binding (GO:0023026)	3/17	3.168523e-01	9.999956e-01	0	0	1.627465e+00	1.870478e+00	HSPA8;PKM;ATP1B1
GO_Molecular_Function_2021	peptidase activator activity involved in apoptotic process (GO:0016505)	3/17	3.168523e-01	9.999956e-01	0	0	1.627465e+00	1.870478e+00	ATP2A3;RACK1;NLRP1
GO_Molecular_Function_2021	phosphatidylinositol monophosphate phosphatase activity (GO:0052744)	3/17	3.168523e-01	9.999956e-01	0	0	1.627465e+00	1.870478e+00	INPP5F;MTMR14;SACM1L
GO_Molecular_Function_2021	adenylate cyclase binding (GO:0008179)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	AKAP12;CAP2
GO_Molecular_Function_2021	ATP transmembrane transporter activity (GO:0005347)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	SLC17A9;SLC25A6
GO_Molecular_Function_2021	cAMP-dependent protein kinase regulator activity (GO:0008603)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	PRKAG2;PKIG
GO_Molecular_Function_2021	eukaryotic initiation factor 4E binding (GO:0008190)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	EIF4EBP2;EIF4EBP3
GO_Molecular_Function_2021	H4 histone acetyltransferase activity (GO:0010485)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	NAA60;NAA40
GO_Molecular_Function_2021	ionotropic glutamate receptor binding (GO:0035255)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	NSF;SQSTM1
GO_Molecular_Function_2021	ligand-gated sodium channel activity (GO:0015280)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	SCNN1A;ASIC1
GO_Molecular_Function_2021	O-methyltransferase activity (GO:0008171)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	BCDIN3D;CMTR2
GO_Molecular_Function_2021	UDP-glucosyltransferase activity (GO:0035251)	2/10	3.277297e-01	9.999956e-01	0	0	1.898538e+00	2.117945e+00	POGLUT2;POGLUT1
GO_Molecular_Function_2021	protein-cysteine S-palmitoyltransferase activity (GO:0019706)	4/25	3.310014e-01	9.999956e-01	0	0	1.446685e+00	1.599502e+00	GOLGA7B;ZDHHC19;ZDHHC12;GLUL
GO_Molecular_Function_2021	kinase inhibitor activity (GO:0019210)	5/33	3.378902e-01	9.999956e-01	0	0	1.356313e+00	1.471646e+00	DNAJC3;CDKN1A;NPM1;SH3BP5L;PARVA
GO_Molecular_Function_2021	ATPase binding (GO:0051117)	10/73	3.421638e-01	9.999956e-01	0	0	1.205815e+00	1.293195e+00	FBL;PPP3CA;GABARAPL2;UBXN1;SLN;SRC;ANK2;ATP1B1;SVIP;PTPN3
GO_Molecular_Function_2021	amino acid transmembrane transporter activity (GO:0015171)	7/49	3.428899e-01	9.999956e-01	0	0	1.265977e+00	1.355034e+00	SLC25A29;SLC43A1;SLC3A2;SLC38A8;SLC16A2;SLC6A20;SLC25A44
GO_Molecular_Function_2021	tRNA binding (GO:0000049)	7/49	3.428899e-01	9.999956e-01	0	0	1.265977e+00	1.355034e+00	EEF1A1;RPUSD4;SARS1;KARS1;TRNAU1AP;THG1L;EIF2A
GO_Molecular_Function_2021	ligand-gated anion channel activity (GO:0099095)	3/18	3.503809e-01	9.999956e-01	0	0	1.518882e+00	1.592903e+00	GABRA6;GABRA5;GABRA4
GO_Molecular_Function_2021	RNA polymerase binding (GO:0070063)	3/18	3.503809e-01	9.999956e-01	0	0	1.518882e+00	1.592903e+00	ZFP36;STOM;ANP32B
GO_Molecular_Function_2021	metalloendopeptidase activity (GO:0004222)	11/82	3.562935e-01	9.999956e-01	0	0	1.176916e+00	1.214578e+00	MMP12;ADAMTS3;MMP7;MMP16;ADAMTS19;MMP3;PMPCB;ECE2;IDE;ADAMTS6;MMP10
GO_Molecular_Function_2021	ion gated channel activity (GO:0022839)	4/26	3.587618e-01	9.999956e-01	0	0	1.380848e+00	1.415503e+00	ANO1;TMEM63C;NMUR2;TRPM5
GO_Molecular_Function_2021	calcium-dependent phospholipid binding (GO:0005544)	7/50	3.626952e-01	9.999956e-01	0	0	1.236466e+00	1.254014e+00	SYT4;SYT12;CPNE4;DYSF;PLA2G4A;SYT13;SYT8
GO_Molecular_Function_2021	metal ion binding (GO:0046872)	63/517	3.678568e-01	9.999956e-01	0	0	1.054871e+00	1.054935e+00	RYR1;CERK;ITSN1;MT1M;DYSF;ATP2A2;DMP1;MT1X;EFCAB9;THG1L;CLGN;PPP3CA;ENDOV;MT2A;DNER;NUDT16;TRIM27;PRKACB;TPD52;ARSA;TNNC2;PLA2G4A;EML1;ASPN;MMP12;RCN2;CANX;SIK1;FKBP9;S100A3;SLC25A12;DSC1;CILK1;PRTFDC1;SLC25A13;MT1E;CDH19;BRSK1;NIM1K;PON1;ITPR2;FBLN1;THBS4;HSP90B1;THBS3;SNN;CLEC3B;BGLAP;CDH23;STK38L;S100A14;S100A10;SYT4;SYT13;SYT8;SMOC2;ATP4A;SYT12;TDP2;CALU;NUCB1;CALR;TPT1
GO_Molecular_Function_2021	carbohydrate kinase activity (GO:0019200)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	XYLB;HK1
GO_Molecular_Function_2021	death domain binding (GO:0070513)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	RACK1;IRGM
GO_Molecular_Function_2021	diacylglycerol kinase activity (GO:0004143)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	DGKA;DGKK
GO_Molecular_Function_2021	filamin binding (GO:0031005)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	MICALL2;CRMP1
GO_Molecular_Function_2021	GABA receptor binding (GO:0050811)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	GABARAPL2;GABARAP
GO_Molecular_Function_2021	galactosyltransferase activity (GO:0008378)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	B4GALT2;B4GALT4
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines (GO:0016813)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	ARG2;DDAH1
GO_Molecular_Function_2021	inositol 1,4,5 trisphosphate binding (GO:0070679)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	CYTH2;ITPR2
GO_Molecular_Function_2021	outward rectifier potassium channel activity (GO:0015271)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	KCND1;KCND3
GO_Molecular_Function_2021	peptide alpha-N-acetyltransferase activity (GO:0004596)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	NAA60;NAA40
GO_Molecular_Function_2021	phospholipase activator activity (GO:0016004)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	PDPK1;SRC
GO_Molecular_Function_2021	protein serine/threonine phosphatase inhibitor activity (GO:0004865)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	PPP1R17;PPP1R14C
GO_Molecular_Function_2021	quaternary ammonium group transmembrane transporter activity (GO:0015651)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	SLC25A29;SLC6A20
GO_Molecular_Function_2021	racemase and epimerase activity, acting on carbohydrates and derivatives (GO:0016857)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	DSEL;DSE
GO_Molecular_Function_2021	transaminase activity (GO:0008483)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	OAT;GOT2
GO_Molecular_Function_2021	ubiquitin-dependent protein binding (GO:0140036)	2/11	3.722266e-01	9.999956e-01	0	0	1.687494e+00	1.667670e+00	IDE;TP53BP1
GO_Molecular_Function_2021	guanyl-nucleotide exchange factor activity (GO:0005085)	19/149	3.722861e-01	9.999956e-01	0	0	1.110364e+00	1.097143e+00	DOCK9;DENND1A;DOCK8;ITSN1;HPS1;THG1L;EEF1B2;CYTH2;DNMBP;SH3BP5L;EEF1D;EPS8L1;NUCB1;EPS8L3;LAMTOR1;RALGPS1;RAB3GAP1;ARHGEF6;RAPGEF4
GO_Molecular_Function_2021	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	10/75	3.745293e-01	9.999956e-01	0	0	1.168580e+00	1.147645e+00	IPPK;PKM;DGKA;PIK3CD;DOLK;DGKK;XYLB;PAPSS2;HK1;PAPSS1
GO_Molecular_Function_2021	anion:anion antiporter activity (GO:0015301)	3/19	3.837117e-01	9.999956e-01	0	0	1.423871e+00	1.363874e+00	SLC26A2;SLC4A2;SLC25A6
GO_Molecular_Function_2021	calcium activated cation channel activity (GO:0005227)	3/19	3.837117e-01	9.999956e-01	0	0	1.423871e+00	1.363874e+00	ANO1;TMEM63C;TRPM5
GO_Molecular_Function_2021	glutamate receptor activity (GO:0008066)	3/19	3.837117e-01	9.999956e-01	0	0	1.423871e+00	1.363874e+00	GRIA2;GRIK3;GRIK1
GO_Molecular_Function_2021	RNA methyltransferase activity (GO:0008173)	3/19	3.837117e-01	9.999956e-01	0	0	1.423871e+00	1.363874e+00	FBL;BCDIN3D;LCMT2
GO_Molecular_Function_2021	S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)	6/43	3.847627e-01	9.999956e-01	0	0	1.231580e+00	1.176318e+00	METTL2B;FBL;ICMT;SUV39H1;GNMT;TARBP1
GO_Molecular_Function_2021	ADP binding (GO:0043531)	4/27	3.864919e-01	9.999956e-01	0	0	1.320736e+00	1.255551e+00	MYO6;PGK1;PRKAG2;COQ8A
GO_Molecular_Function_2021	phosphoric diester hydrolase activity (GO:0008081)	5/36	4.104446e-01	9.999956e-01	0	0	1.224848e+00	1.090745e+00	PDIA3;TDP2;SMPD1;PLD6;SMPDL3A
GO_Molecular_Function_2021	cAMP binding (GO:0030552)	2/12	4.154776e-01	9.999956e-01	0	0	1.518659e+00	1.333878e+00	CNBD2;RAPGEF4
GO_Molecular_Function_2021	carbohydrate:cation symporter activity (GO:0005402)	2/12	4.154776e-01	9.999956e-01	0	0	1.518659e+00	1.333878e+00	SLC2A9;SLC2A10
GO_Molecular_Function_2021	lipase activator activity (GO:0060229)	2/12	4.154776e-01	9.999956e-01	0	0	1.518659e+00	1.333878e+00	PDPK1;SRC
GO_Molecular_Function_2021	transforming growth factor beta-activated receptor activity (GO:0005024)	2/12	4.154776e-01	9.999956e-01	0	0	1.518659e+00	1.333878e+00	ACVR1;TGFBR1
GO_Molecular_Function_2021	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	2/12	4.154776e-01	9.999956e-01	0	0	1.518659e+00	1.333878e+00	KCND3;KCNE5
GO_Molecular_Function_2021	acylglycerol O-acyltransferase activity (GO:0016411)	3/20	4.166291e-01	9.999956e-01	0	0	1.340038e+00	1.173282e+00	GPAT3;LCLAT1;AGPAT4
GO_Molecular_Function_2021	antiporter activity (GO:0015297)	3/20	4.166291e-01	9.999956e-01	0	0	1.340038e+00	1.173282e+00	SLC35D1;SLC35C1;SLC35D2
GO_Molecular_Function_2021	phosphoric ester hydrolase activity (GO:0042578)	7/53	4.223952e-01	9.999956e-01	0	0	1.155630e+00	9.959379e-01	PHOSPHO1;SMPD1;SACM1L;PXYLP1;DUSP18;SMPDL3A;LHPP
GO_Molecular_Function_2021	calcium channel regulator activity (GO:0005246)	5/37	4.344609e-01	9.999956e-01	0	0	1.186505e+00	9.891287e-01	CACNG7;MCUB;NRXN2;STIMATE;REM2
GO_Molecular_Function_2021	core promoter sequence-specific DNA binding (GO:0001046)	5/37	4.344609e-01	9.999956e-01	0	0	1.186505e+00	9.891287e-01	KLF10;MMP12;NPM1;MYC;FOXP1
GO_Molecular_Function_2021	dicarboxylic acid transmembrane transporter activity (GO:0005310)	4/29	4.413400e-01	9.999956e-01	0	0	1.214940e+00	9.937474e-01	SLC26A2;SLC1A6;SLC25A12;SLC25A13
GO_Molecular_Function_2021	phospholipase A2 activity (GO:0004623)	4/29	4.413400e-01	9.999956e-01	0	0	1.214940e+00	9.937474e-01	ABHD3;PLA2G4A;PLAAT3;PLAAT4
GO_Molecular_Function_2021	neuropeptide binding (GO:0042923)	3/21	4.489479e-01	9.999956e-01	0	0	1.265520e+00	1.013489e+00	OPRL1;NMUR2;SSTR2
GO_Molecular_Function_2021	pyridoxal phosphate binding (GO:0030170)	3/21	4.489479e-01	9.999956e-01	0	0	1.265520e+00	1.013489e+00	OAT;SHMT1;PLPBP
GO_Molecular_Function_2021	channel activity (GO:0015267)	6/46	4.497343e-01	9.999956e-01	0	0	1.139018e+00	9.101874e-01	CHRNB1;P2RX5;TRPV4;MCUB;AQP6;TRPM5
GO_Molecular_Function_2021	acylglycerol lipase activity (GO:0047372)	2/13	4.571698e-01	9.999956e-01	0	0	1.380521e+00	1.080534e+00	ABHD3;ABHD2
GO_Molecular_Function_2021	aldehyde dehydrogenase (NAD+) activity (GO:0004029)	2/13	4.571698e-01	9.999956e-01	0	0	1.380521e+00	1.080534e+00	ALDH4A1;ALDH1L1
GO_Molecular_Function_2021	P-type ion transporter activity (GO:0015662)	2/13	4.571698e-01	9.999956e-01	0	0	1.380521e+00	1.080534e+00	ATP2A3;ATP2A2
GO_Molecular_Function_2021	tRNA (guanine) methyltransferase activity (GO:0016423)	2/13	4.571698e-01	9.999956e-01	0	0	1.380521e+00	1.080534e+00	METTL1;TARBP1
GO_Molecular_Function_2021	5'-deoxyribose-5-phosphate lyase activity (GO:0051575)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	POLL
GO_Molecular_Function_2021	7S RNA binding (GO:0008312)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SRP19
GO_Molecular_Function_2021	acrosin binding (GO:0032190)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SERPINA5
GO_Molecular_Function_2021	acyl carnitine transmembrane transporter activity (GO:0015227)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SLC25A29
GO_Molecular_Function_2021	all-trans retinal binding (GO:0005503)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	CYP27C1
GO_Molecular_Function_2021	beta-galactosidase activity (GO:0004565)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	GLB1
GO_Molecular_Function_2021	C-X-C chemokine receptor activity (GO:0016494)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	GPR35
GO_Molecular_Function_2021	calcitonin family receptor activity (GO:0097642)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	RAMP3
GO_Molecular_Function_2021	calmodulin-dependent protein phosphatase activity (GO:0033192)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	PPP3CA
GO_Molecular_Function_2021	cAMP-dependent protein kinase activity (GO:0004691)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	PRKACB
GO_Molecular_Function_2021	CCR3 chemokine receptor binding (GO:0031728)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	CCL27
GO_Molecular_Function_2021	cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication (GO:0086083)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	JUP
GO_Molecular_Function_2021	chondroitin sulfotransferase activity (GO:0034481)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	CHST11
GO_Molecular_Function_2021	endogenous lipid antigen binding (GO:0030883)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	CD1D
GO_Molecular_Function_2021	exogenous lipid antigen binding (GO:0030884)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	CD1D
GO_Molecular_Function_2021	folic acid transmembrane transporter activity (GO:0008517)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SLC25A32
GO_Molecular_Function_2021	fructokinase activity (GO:0008865)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	HK1
GO_Molecular_Function_2021	fructose-2,6-bisphosphate 2-phosphatase activity (GO:0004331)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	PFKFB4
GO_Molecular_Function_2021	glial cell-derived neurotrophic factor receptor activity (GO:0016167)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	GFRA2
GO_Molecular_Function_2021	glucokinase activity (GO:0004340)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	HK1
GO_Molecular_Function_2021	hexokinase activity (GO:0004396)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	HK1
GO_Molecular_Function_2021	histone acetyltransferase activity (H3-K23 specific) (GO:0043994)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	PHF14
GO_Molecular_Function_2021	hydroxymethyl-, formyl- and related transferase activity (GO:0016742)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SHMT1
GO_Molecular_Function_2021	inorganic phosphate transmembrane transporter activity (GO:0005315)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	ANKH
GO_Molecular_Function_2021	L-leucine transmembrane transporter activity (GO:0015190)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SLC3A2
GO_Molecular_Function_2021	L-lysine transmembrane transporter activity (GO:0015189)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	SLC25A29
GO_Molecular_Function_2021	LIM domain binding (GO:0030274)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	LDB1
GO_Molecular_Function_2021	lipid kinase activity (GO:0001727)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	CERK
GO_Molecular_Function_2021	mannokinase activity (GO:0019158)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	HK1
GO_Molecular_Function_2021	neuroligin family protein binding (GO:0097109)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	NRXN2
GO_Molecular_Function_2021	nucleotide phosphatase activity, acting on free nucleotides (GO:0098519)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	NUDT16
GO_Molecular_Function_2021	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	MSRB3
GO_Molecular_Function_2021	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor (GO:0016668)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	PGK1
GO_Molecular_Function_2021	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen (GO:0016714)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	TH
GO_Molecular_Function_2021	phosphatidylcholine flippase activity (GO:0140345)	1/5	4.614198e-01	9.999956e-01	0	0	1.898152e+00	1.468120e+00	ATP10A
